Date,Open,High,Low,Close,Adj Close,Volume
2019-12-29,12.129000,12.120000,12.120000,12.120000,12.120000,825
2019-12-30,12.120000,12.154000,12.127000,12.127000,12.127000,17132
2019-12-31,12.127000,12.200000,12.180000,12.180000,12.180000,7000
2020-01-01,12.180000,12.198000,12.130000,12.147800,12.147800,2894
2020-01-02,12.140000,12.182000,12.140000,12.163300,12.163300,29714
2020-01-05,12.163300,12.480000,12.163300,12.472000,12.472000,13936
2020-01-06,12.472000,12.730000,12.472000,12.693800,12.693800,98552
2020-01-07,12.618000,12.640000,12.586000,12.601500,12.601500,60491
2020-01-08,12.720000,12.760000,12.639000,12.673900,12.673900,103972
2020-01-09,12.407000,12.481000,12.382000,12.474000,12.474000,66145
2020-01-12,12.474000,12.635000,12.585000,12.632700,12.632700,22491
2020-01-13,12.632700,12.523000,12.456000,12.508600,12.508600,35251
2020-01-14,12.508600,12.436000,12.404000,12.428100,12.428100,36980
2020-01-15,12.428100,12.475000,12.416000,12.434500,12.434500,49477
2020-01-16,12.434500,12.464000,12.441000,12.441000,12.441000,15456
2020-01-19,12.441000,12.520000,12.518000,12.518200,12.518200,2697
2020-01-20,12.518200,12.529000,12.498000,12.508300,12.508300,26732
2020-01-21,12.508300,12.498000,12.442000,12.442000,12.442000,21923
2020-01-22,12.442000,12.487000,12.447000,12.474800,12.474800,18379
2020-01-23,12.474800,12.470000,12.460000,12.460000,12.460000,8834
2020-01-26,12.559700,12.634000,12.559700,12.631500,12.631500,5302
2020-01-27,12.631500,12.809700,12.654000,12.698000,12.698000,183251
2020-01-28,12.657700,12.700000,12.621000,12.628500,12.628500,120469
2020-01-29,12.610000,12.625000,12.592000,12.612500,12.612500,26821
2020-01-30,12.612500,12.663000,12.620000,12.626600,12.626600,34690
2020-02-02,12.650000,12.831900,12.650000,12.805800,12.805800,28110
2020-02-03,12.730000,12.794000,12.610000,12.615800,12.615800,103676
2020-02-04,12.615800,12.556000,12.480000,12.492300,12.492300,14945
2020-02-05,12.492300,12.441000,12.385000,12.402600,12.402600,38948
2020-02-06,12.402600,12.462000,12.414000,12.427300,12.427300,17050
2020-02-09,12.427300,12.511000,12.438000,12.505600,12.505600,3327
2020-02-10,12.505600,12.527000,12.478900,12.504300,12.504300,22344
2020-02-11,12.504300,12.439000,12.416000,12.431000,12.431000,40606
2020-02-12,12.431000,12.431000,12.371000,12.388700,12.388700,13544
2020-02-13,12.388700,12.549000,12.489000,12.494000,12.494000,22648
2020-02-16,12.495000,12.589000,12.495000,12.569900,12.569900,6358
2020-02-17,12.569900,12.560000,12.530000,12.543000,12.543000,18781
2020-02-18,12.543000,12.627000,12.569900,12.591700,12.591700,42134
2020-02-19,12.591700,12.763000,12.703000,12.719400,12.719400,17454
2020-02-20,12.719400,12.862000,12.783000,12.842700,12.842700,34166
2020-02-23,12.842700,13.151000,12.842700,13.145200,13.145200,58530
2020-02-24,13.145200,13.496000,13.250000,13.357300,13.357300,276445
2020-02-25,13.050000,13.179000,13.044000,13.129200,13.129200,103472
2020-02-26,13.129200,13.160000,12.950000,13.026200,13.026200,175831
2020-02-27,13.147000,13.257000,13.097000,13.217200,13.217200,83385
2020-03-01,13.217200,12.775000,12.645000,12.670300,12.670300,70447
2020-03-03,12.670300,12.936000,12.730000,12.875800,12.875800,70321
2020-03-04,12.875800,13.190000,13.023000,13.096000,13.096000,61200
2020-03-05,13.096000,13.320000,13.090000,13.301600,13.301600,121637
2020-03-08,13.567600,13.760000,13.510000,13.646600,13.646600,107100
2020-03-09,13.677000,13.733000,13.498000,13.584400,13.584400,204152
2020-03-11,13.584400,13.775000,13.570000,13.644200,13.644200,128337
2020-03-12,13.590000,13.778000,13.336000,13.355800,13.355800,137126
2020-03-15,13.230000,13.230000,12.550000,12.577500,12.577500,63484
2020-03-16,13.182000,13.290000,12.437000,12.816900,12.816900,229340
2020-03-17,12.900000,13.717000,12.817000,13.576300,13.576300,95200
2020-03-18,13.314000,13.314000,12.700000,12.898700,12.898700,205969
2020-03-19,12.898700,12.727000,12.392000,12.416500,12.416500,57025
2020-03-22,12.416500,12.662000,12.416500,12.482800,12.482800,29749
2020-03-23,12.482800,13.180000,12.637000,13.071500,13.071500,58959
2020-03-24,13.071500,14.002000,13.480000,13.867600,13.867600,132716
2020-03-25,13.867600,13.880000,13.634000,13.860500,13.860500,30421
2020-03-26,13.764000,13.901000,13.534000,13.836100,13.836100,40676
2020-03-29,13.570000,13.570000,13.390000,13.474800,13.474800,10297
2020-03-30,13.474800,13.606000,13.430000,13.487000,13.487000,157412
2020-03-31,13.487000,13.537000,13.253000,13.292700,13.292700,84323
2020-04-01,13.292700,13.213000,13.158000,13.206200,13.206200,32602
2020-04-02,13.358000,13.450000,13.355000,13.440000,13.440000,18241
2020-04-05,13.770000,13.824000,13.770000,13.817000,13.817000,10538
2020-04-06,13.817000,14.005000,13.758000,13.937100,13.937100,32961
2020-04-07,14.120000,14.150000,13.910000,13.945200,13.945200,36606
2020-04-12,14.310000,14.400000,14.310000,14.376200,14.376200,37323
2020-04-13,14.376200,14.399000,14.301000,14.306800,14.306800,28625
2020-04-16,14.380000,14.572000,14.380000,14.535700,14.535700,48661
2020-04-19,14.020000,14.052000,13.954000,14.000000,14.000000,46796
2020-04-20,13.939000,14.012000,13.905000,13.978500,13.978500,54177
2020-04-21,13.977000,14.068000,13.696000,13.824200,13.824200,151011
2020-04-22,13.824200,14.160000,13.824200,14.124700,14.124700,43610
2020-04-23,14.124700,14.436000,14.209000,14.305500,14.305500,33902
2020-04-26,14.305500,14.251000,14.130000,14.155000,14.155000,7295
2020-04-27,14.155000,14.159000,14.000000,14.025600,14.025600,177243
2020-04-30,14.004000,14.004000,13.820000,13.833300,13.833300,51094
2020-05-03,13.833300,13.943000,13.883000,13.901900,13.901900,6705
2020-05-04,13.901900,14.070000,13.930000,13.997200,13.997200,46567
2020-05-05,13.997200,13.920000,13.839000,13.840000,13.840000,20825
2020-05-06,13.840000,13.919000,13.740000,13.743800,13.743800,23514
2020-05-07,13.743800,13.804000,13.726000,13.794700,13.794700,28858
2020-05-10,13.897000,13.897000,13.810000,13.828200,13.828200,4081
2020-05-11,13.828200,14.050000,13.820000,13.893900,13.893900,49738
2020-05-12,13.893900,13.887000,13.810000,13.810000,13.810000,10521
2020-05-13,13.810000,13.934000,13.845000,13.900700,13.900700,24370
2020-05-14,14.050000,14.316000,14.044000,14.228000,14.228000,58211
2020-05-17,14.228000,14.420000,14.228000,14.418300,14.418300,11597
2020-05-18,14.418300,14.550000,14.242000,14.274600,14.274600,60166
2020-05-19,14.274600,14.206000,14.097000,14.158000,14.158000,25165
2020-05-20,14.158000,14.230000,14.149000,14.157900,14.157900,56648
2020-05-21,14.157900,14.138000,14.096000,14.110600,14.110600,23261
2020-05-24,14.110600,14.217000,14.214000,14.215200,14.215200,3673
2020-05-25,14.150000,14.150000,14.073000,14.084300,14.084300,12847
2020-05-26,14.084300,14.092000,13.900000,13.989300,13.989300,99983
2020-05-27,13.810000,13.835000,13.688000,13.706000,13.706000,74502
2020-05-31,13.990000,14.040000,13.990000,14.020000,14.020000,15937
2020-06-01,14.150000,14.279000,14.000000,14.028000,14.028000,73235
2020-06-02,14.028000,14.034000,13.974000,13.986200,13.986200,50943
2020-06-03,13.986200,13.986200,13.576000,13.628800,13.628800,43625
2020-06-04,13.628800,13.739000,13.588000,13.636300,13.636300,50811
2020-06-08,13.636300,13.519000,13.400000,13.442400,13.442400,27933
2020-06-09,13.442400,13.630000,13.530000,13.626400,13.626400,16564
2020-06-10,13.626400,13.680000,13.630000,13.643000,13.643000,27388
2020-06-11,13.810000,13.860000,13.656000,13.800100,13.800100,33188
2020-06-14,13.800100,13.917000,13.910000,13.913800,13.913800,1160
2020-06-15,13.913800,13.926000,13.737000,13.739800,13.739800,39401
2020-06-16,13.739800,13.868000,13.800000,13.818500,13.818500,14657
2020-06-17,13.818500,13.818500,13.652000,13.663800,13.663800,17613
2020-06-18,13.779000,13.779000,13.724000,13.733200,13.733200,12464
2020-06-21,13.733200,14.000000,13.985000,13.987800,13.987800,11294
2020-06-22,13.987800,14.011000,13.932000,13.959200,13.959200,36876
2020-06-23,13.959200,13.995000,13.900000,13.981600,13.981600,13832
2020-06-24,13.981600,14.100000,14.030000,14.065800,14.065800,151913
2020-06-25,14.065800,14.082000,13.991000,13.993000,13.993000,37119
2020-06-28,13.993000,14.117000,14.117000,14.117000,14.117000,0
2020-06-29,14.117000,14.117000,14.032000,14.044900,14.044900,21567
2020-06-30,14.044900,14.203000,14.160000,14.172800,14.172800,41400
2020-07-01,14.172800,14.335000,14.096000,14.148500,14.148500,49455
2020-07-02,14.148500,14.120000,14.030000,14.039400,14.039400,7360
2020-07-05,14.039400,14.084000,14.082000,14.083000,14.083000,3369
2020-07-06,14.083000,14.270000,14.083000,14.260400,14.260400,41506
2020-07-07,14.260400,14.270000,14.152000,14.179800,14.179800,5747
2020-07-08,14.179800,14.491000,14.316000,14.460400,14.460400,66690
2020-07-09,14.460400,14.460400,14.360000,14.363800,14.363800,32095
2020-07-12,14.360000,14.360000,14.324000,14.325100,14.325100,6532
2020-07-13,14.325100,14.375000,14.330000,14.345800,14.345800,14774
2020-07-14,14.270000,14.283000,14.170000,14.239600,14.239600,25987
2020-07-15,14.239600,14.323000,14.220000,14.237900,14.237900,19574
2020-07-16,14.237900,14.263000,14.214000,14.247000,14.247000,24843
2020-07-19,14.247000,14.381000,14.325000,14.373200,14.373200,11864
2020-07-20,14.265000,14.304000,14.265000,14.291000,14.291000,35857
2020-07-21,14.400000,14.474000,14.370000,14.453500,14.453500,48667
2020-07-22,14.453500,14.626000,14.520000,14.616000,14.616000,40876
2020-07-23,14.616000,14.818000,14.616000,14.676000,14.676000,56707
2020-07-26,14.676000,14.986000,14.676000,14.986000,14.986000,26614
2020-07-27,15.131000,15.230000,15.120000,15.182700,15.182700,130278
2020-07-28,15.182700,15.176000,14.976000,15.149700,15.149700,98527
2020-07-29,15.250000,15.280000,15.200000,15.230300,15.230300,71286
2020-08-02,15.230300,15.583000,15.230300,15.506200,15.506200,32515
2020-08-03,15.506200,15.575000,15.469000,15.497400,15.497400,115387
2020-08-04,15.497400,15.605000,15.477000,15.572000,15.572000,40306
2020-08-05,15.750000,15.970000,15.750000,15.915800,15.915800,141253
2020-08-06,15.915800,16.048000,15.895000,15.997400,15.997400,103713
2020-08-09,15.997400,15.997400,15.850000,15.990000,15.990000,21367
2020-08-10,15.990000,15.955000,15.790000,15.896100,15.896100,37335
2020-08-11,15.570000,15.896100,15.130000,15.172200,15.172200,174831
2020-08-12,14.886000,15.120000,14.876000,15.022500,15.022500,200286
2020-08-13,15.007000,15.084000,14.922000,15.035300,15.035300,33849
2020-08-16,15.035300,15.195000,15.088100,15.167400,15.167400,13047
2020-08-17,15.167400,15.324000,15.189000,15.278600,15.278600,23248
2020-08-18,15.593000,15.666000,15.550000,15.607100,15.607100,64503
2020-08-19,15.607100,15.520000,15.420000,15.516500,15.516500,34939
2020-08-20,15.450000,15.450000,14.950000,15.035600,15.035600,40424
2020-08-23,15.035600,14.980000,14.965000,14.973400,14.973400,3314
2020-08-24,14.973400,15.232000,14.973400,15.197400,15.197400,45803
2020-08-25,15.050000,15.050000,14.884000,14.937800,14.937800,44436
2020-08-26,14.937800,14.980000,14.800000,14.897800,14.897800,40491
2020-08-27,14.897800,15.170000,14.902000,15.013500,15.013500,31483
2020-08-30,15.013500,15.165000,15.013500,15.164100,15.164100,9830
2020-08-31,15.125000,15.147000,15.084000,15.121500,15.121500,21767
2020-09-01,15.121500,15.250000,15.121500,15.192700,15.192700,48854
2020-09-02,15.192700,15.120000,14.942000,15.069900,15.069900,39618
2020-09-03,15.069900,14.876000,14.807000,14.871000,14.871000,89597
2020-09-06,14.871000,14.882000,14.800000,14.832300,14.832300,12432
2020-09-07,14.832300,14.890000,14.845000,14.867000,14.867000,10878
2020-09-08,14.867000,14.916000,14.753000,14.780100,14.780100,43795
2020-09-09,14.780100,15.120000,14.939000,15.046000,15.046000,16909
2020-09-10,15.046000,15.310000,15.112000,15.282700,15.282700,36445
2020-09-13,15.282700,15.390000,15.251000,15.372400,15.372400,5483
2020-09-14,15.372400,15.363000,15.226100,15.348500,15.348500,28885
2020-09-15,15.348500,15.382000,15.264000,15.309300,15.309300,11817
2020-09-16,15.309300,15.405000,15.317000,15.384900,15.384900,33035
2020-09-17,15.260000,15.260000,15.260000,15.260000,15.260000,328
2020-09-21,15.260000,15.266000,15.046300,15.058900,15.058900,34737
2020-09-22,15.058900,15.030000,14.900000,14.923000,14.923000,38638
2020-09-23,14.850000,14.861000,14.712000,14.773200,14.773200,46813
2020-09-24,14.773200,14.720000,14.622000,14.702800,14.702800,108159
2020-09-29,14.810000,14.843000,14.790000,14.817700,14.817700,24940
2020-09-30,14.817700,14.860000,14.761000,14.823900,14.823900,27251
2020-10-01,14.823900,14.879000,14.786000,14.816500,14.816500,13070
2020-10-04,14.816500,14.896000,14.894000,14.896000,14.896000,10550
2020-10-05,14.816500,14.851000,14.767000,14.816000,14.816000,50885
2020-10-06,14.816000,14.883000,14.860000,14.870700,14.870700,2149
2020-10-07,14.870000,14.870000,14.664000,14.672700,14.672700,5581
2020-10-08,14.672700,14.659000,14.649000,14.651500,14.651500,3261
2020-10-11,14.870000,14.955000,14.870000,14.950100,14.950100,12725
2020-10-12,14.950100,14.928000,14.843000,14.882600,14.882600,39428
2020-10-13,14.882600,14.850000,14.619000,14.800700,14.800700,4202
2020-10-14,14.800700,14.701000,14.642000,14.700000,14.700000,14074
2020-10-15,14.700000,14.700000,14.654000,14.679700,14.679700,27829
2020-10-18,14.679700,14.646400,14.576000,14.592200,14.592200,10135
2020-10-19,14.592200,14.760000,14.702000,14.752400,14.752400,9222
2020-10-20,14.752400,14.675000,14.650000,14.665500,14.665500,38645
2020-10-21,14.665500,14.790000,14.774000,14.787300,14.787300,23380
2020-10-22,14.780000,14.797000,14.685000,14.760200,14.760200,5800
2020-10-25,14.760200,14.679000,14.574000,14.574700,14.574700,6132
2020-10-26,14.574700,14.694000,14.646000,14.661000,14.661000,15286
2020-10-27,14.705000,14.705000,14.629000,14.632500,14.632500,3600
2020-10-28,14.632500,14.720000,14.486000,14.497400,14.497400,14674
2020-10-29,14.497400,14.562000,14.497400,14.544500,14.544500,3083
2020-11-01,14.544500,14.621000,14.518000,14.604300,14.604300,14834
2020-11-02,14.604300,14.667000,14.577000,14.649100,14.649100,15093
2020-11-03,14.649100,14.819000,14.665000,14.701000,14.701000,855
2020-11-04,14.701000,14.715000,14.699000,14.704100,14.704100,2630
2020-11-05,14.704100,14.945000,14.737000,14.797500,14.797500,6033
2020-11-08,14.940000,14.940000,14.935000,14.937300,14.937300,12593
2020-11-09,15.006000,15.013000,14.220000,14.274400,14.274400,88082
2020-11-10,14.274400,14.452000,14.355000,14.405200,14.405200,31106
2020-11-11,14.405200,14.374000,14.200000,14.249500,14.249500,45237
2020-11-12,14.300000,14.352900,14.300000,14.333400,14.333400,19898
2020-11-15,14.333400,14.500000,14.441000,14.494900,14.494900,0
2020-11-16,14.494900,14.494900,14.270000,14.317900,14.317900,46960
2020-11-17,14.317900,14.437000,14.317900,14.394500,14.394500,20658
2020-11-18,14.394500,14.394500,14.170000,14.240300,14.240300,68981
2020-11-19,14.155000,14.168000,14.100000,14.121100,14.121100,140004
2020-11-22,14.121100,14.072100,14.065000,14.065000,14.065000,6002
2020-11-23,14.175000,14.223400,14.022800,14.067300,14.067300,52745
2020-11-24,13.870000,13.918000,13.650000,13.663800,13.663800,117407
2020-11-25,13.629000,13.708000,13.629000,13.686600,13.686600,47317
2020-11-26,13.686600,13.673000,13.619000,13.646600,13.646600,26891
2020-11-29,13.440000,13.450000,13.263000,13.386000,13.386000,35998
2020-11-30,13.386000,13.430000,13.250000,13.285000,13.285000,78416
2020-12-01,13.285000,13.560000,13.428000,13.553400,13.553400,24902
2020-12-02,13.553400,13.649000,13.563000,13.624400,13.624400,23080
2020-12-03,13.624400,13.696000,13.586800,13.614900,13.614900,23747
2020-12-06,13.614900,13.698000,13.630000,13.664300,13.664300,843
2020-12-07,13.664300,13.735000,13.581800,13.671200,13.671200,15229
2020-12-08,13.671200,13.804000,13.737000,13.745000,13.745000,8232
2020-12-09,13.745000,13.746000,13.608000,13.683700,13.683700,13214
2020-12-10,13.683700,13.683700,13.539000,13.542800,13.542800,34087
2020-12-13,13.542800,13.631000,13.564000,13.585400,13.585400,1270
2020-12-14,13.585400,13.585400,13.461000,13.585400,13.585400,23730
2020-12-15,13.585400,13.650000,13.585400,13.631800,13.631800,50730
2020-12-16,13.631800,13.703000,13.620000,13.643000,13.643000,114259
2020-12-17,13.643000,13.954000,13.807000,13.932200,13.932200,35210
2020-12-20,13.932200,13.908000,13.803000,13.865300,13.865300,38486
2020-12-21,13.865300,14.015000,13.808000,13.858500,13.858500,74723
2020-12-22,13.750000,13.777000,13.641500,13.770900,13.770900,40851
2020-12-23,13.770900,13.702000,13.600000,13.696000,13.696000,7176
2020-12-24,13.696000,13.701000,13.665000,13.672500,13.672500,19389
2020-12-27,13.672500,13.672500,13.650500,13.653300,13.653300,8390
2020-12-28,13.728000,13.808000,13.669000,13.732700,13.732700,19315
2020-12-29,13.737000,13.737000,13.643100,13.674600,13.674600,40837
2020-12-30,13.674600,13.704000,13.674600,13.682700,13.682700,32557
2020-12-31,13.800000,13.835000,13.780000,13.826000,13.826000,41131
2021-01-03,13.826000,13.838000,13.820000,13.838000,13.838000,5181
2021-01-04,13.838000,14.122000,14.038000,14.118900,14.118900,20354
2021-01-05,14.118900,14.171000,14.135000,14.170000,14.170000,11797
2021-01-06,14.170000,14.139000,13.951000,14.120000,14.120000,3494
2021-01-07,13.816300,13.823000,13.779000,13.782800,13.782800,54387
2021-01-10,13.414000,13.415000,13.380000,13.388200,13.388200,13127
2021-01-11,13.380000,13.388200,13.200000,13.283100,13.283100,22042
2021-01-12,13.283100,13.370000,13.215000,13.301300,13.301300,24355
2021-01-13,13.301300,13.301300,13.144000,13.153200,13.153200,11267
2021-01-14,13.100000,13.359000,12.960000,13.250300,13.250300,155927
2021-01-17,13.250300,13.487500,13.250300,13.487400,13.487400,11223
2021-01-18,13.487400,13.487400,13.371000,13.385100,13.385100,16004
2021-01-19,13.385100,13.482000,13.430000,13.430000,13.430000,32400
2021-01-20,13.612600,13.702000,13.575000,13.581200,13.581200,20019
2021-01-21,13.581200,13.890000,13.741000,13.785100,13.785100,35053
2021-01-24,13.785100,13.752000,13.668000,13.684300,13.684300,1830
2021-01-25,13.684300,13.793000,13.793000,13.793000,13.793000,2160
2021-01-26,13.793000,13.739000,13.677000,13.698200,13.698200,10518
2021-01-27,13.698200,13.698200,13.565000,13.587300,13.587300,33894
2021-01-28,13.587300,13.671000,13.615000,13.624700,13.624700,11887
2021-01-31,13.624700,13.770000,13.713000,13.726900,13.726900,4773
2021-02-01,13.726900,13.898000,13.793000,13.846300,13.846300,19888
2021-02-02,13.846300,13.813100,13.660000,13.693900,13.693900,13587
2021-02-03,13.693900,13.715000,13.693900,13.711700,13.711700,23495
2021-02-04,13.711700,13.595500,13.246900,13.338300,13.338300,26705
2021-02-07,13.338300,13.520000,13.520000,13.520000,13.520000,150
2021-02-08,13.520000,13.564000,13.440000,13.554100,13.554100,17406
2021-02-09,13.554100,13.564000,13.540000,13.545800,13.545800,22499
2021-02-10,13.545800,13.556000,13.521000,13.521700,13.521700,21261
2021-02-11,13.521700,13.575000,13.550000,13.550000,13.550000,11575
2021-02-14,13.500000,13.500000,13.363000,13.363600,13.363600,10058
2021-02-15,13.363600,13.348000,13.300000,13.303900,13.303900,45380
2021-02-16,13.303900,13.324000,13.109000,13.131200,13.131200,61440
2021-02-17,13.210000,13.281000,13.095000,13.102800,13.102800,64346
2021-02-18,13.130000,13.165700,13.125300,13.138300,13.138300,9086
2021-02-21,13.150000,13.150000,13.150000,13.150000,13.150000,631
2021-02-22,13.150000,13.318000,13.227000,13.257200,13.257200,10380
2021-02-23,13.257200,13.345000,13.277000,13.325100,13.325100,4168
2021-02-24,13.325100,13.320000,13.317000,13.319500,13.319500,5468
2021-02-25,13.319500,13.320000,13.228000,13.300400,13.300400,64235
2021-02-28,13.300400,12.958000,12.905000,12.919400,12.919400,0
2021-03-01,13.051000,13.051000,12.900000,12.934500,12.934500,16951
2021-03-02,12.834900,12.880000,12.800000,12.860800,12.860800,12164
2021-03-03,12.860800,12.856000,12.690000,12.718800,12.718800,59329
2021-03-04,12.718800,12.856000,12.763000,12.823900,12.823900,13332
2021-03-07,12.823900,12.759800,12.716000,12.719000,12.719000,13031
2021-03-08,12.719000,12.750000,12.682000,12.726800,12.726800,40574
2021-03-09,12.726800,12.902000,12.733000,12.854300,12.854300,18587
2021-03-10,12.854300,12.900000,12.827000,12.890000,12.890000,13998
2021-03-11,12.890000,12.970000,12.927000,12.927000,12.927000,9225
2021-03-14,12.916000,12.925000,12.912000,12.915700,12.915700,5918
2021-03-15,12.915700,12.943000,12.908000,12.937900,12.937900,9807
2021-03-16,12.937900,12.870000,12.870000,12.870000,12.870000,1166
2021-03-17,12.870000,12.883000,12.860000,12.868200,12.868200,17017
2021-03-18,12.868200,12.929000,12.850000,12.873400,12.873400,17069
2021-03-21,12.873400,12.959000,12.954000,12.957800,12.957800,1415
2021-03-22,12.957800,12.957800,12.911000,12.923500,12.923500,9978
2021-03-24,12.923500,12.918000,12.872000,12.883100,12.883100,9562
2021-03-25,12.883100,13.050000,12.883100,13.044500,13.044500,16928
2021-03-29,13.044500,13.015000,13.015000,13.015000,13.015000,1642
2021-03-30,13.015000,12.755000,12.730000,12.744100,12.744100,4044
